Trump2016;9.33241960776693169;309;rgb(255,51,51)
MakeAmericaGreatAgain;9.41175744110050694;216;rgb(255,153,51)
SuperTuesday;10.006568666033596;19;rgb(255,255,51)
GOPDebate;9.03031447035631807;20;rgb(255,255,51)
ImWithHer;7.81773943529784177;18;rgb(255,255,51)
debatenight;11.636328230801281;19;rgb(255,255,51)
ImWithYou;10.999870193026867;46;rgb(153,255,51)
TrumpTrain;9.11823423306165282;29;rgb(51,255,153)
FITN;7.94166224755344086;24;rgb(51,255,153)
DebateNight;10.2928766660665829;30;rgb(51,255,153)
TrumpPence16;11.0869832441828109;23;rgb(51,255,153)
AmericaFirst;10.6028548003501655;57;rgb(51,153,255)
DemsInPhilly;7.82754359405541944;51;rgb(51,153,255)
RNCinCLE;8.65241890899166322;56;rgb(51,153,255)
MAGA;10.7437184626296549;53;rgb(51,153,255)
VoteTrump;9.12504431544361339;60;rgb(51,153,255)
TeamTrump;7.7596576894553948;4;rgb(153,51,255)
Trump;8.61401328754750573;7;rgb(153,51,255)
PrimaryDay;7.02258922528691798;6;rgb(153,51,255)
StrongerTogether;7.73781667441604704;7;rgb(153,51,255)
BrexitVote;8.92472566440781812;4;rgb(153,51,255)
VoteTrumpNV;8.14832079948760146;7;rgb(153,51,255)
VoteTrumpNH;7.94492659606417373;7;rgb(153,51,255)
NationalVoterRegistrationDay;7.4562002702091581;7;rgb(153,51,255)
Obamacare;10.5605206921064507;4;rgb(153,51,255)
ICYMI;9.13860822506334713;5;rgb(153,51,255)
LoveTrumpsHate;8.00741413206722896;6;rgb(153,51,255)
SCPrimary;7.96158674376568509;7;rgb(153,51,255)
NHPrimary;8.1071650706786258;6;rgb(153,51,255)
CaucusForTrump;8.43752390847530087;8;rgb(153,51,255)
WeMadeHistory;7.46500229272117011;4;rgb(153,51,255)
WomanCard;7.27458412115477682;7;rgb(153,51,255)
NYPrimary;8.80834744841174455;9;rgb(153,51,255)
1;11.7413829029802574;5;rgb(153,51,255)
SheWon;9.71889227856805604;4;rgb(153,51,255)
WomensEqualityDay;8.50407701932730298;4;rgb(153,51,255)
NoBillNoBreak;8.04485072272502144;8;rgb(153,51,255)
GOPConvention;11.0186484672254181;4;rgb(153,51,255)
POTUS;9.67204888679673225;7;rgb(153,51,255)
NeverHillary;10.5339062793849685;6;rgb(153,51,255)
LESM;11.3543995547870828;5;rgb(153,51,255)
NevadaCaucus;7.93595070300616356;4;rgb(153,51,255)
NewYorkValues;9.24635093135305119;6;rgb(153,51,255)
SCOTUS;8.6192818173983099;4;rgb(153,51,255)
debate;7.80567375335570635;4;rgb(153,51,255)
TrumpYourself;6.69935307835794269;4;rgb(153,51,255)
2A;10.2907941529124862;4;rgb(153,51,255)
VoteTrumpSC;8.476933328302108;9;rgb(153,51,255)
jenniferrubin;7.58502468384712003;1;rgb(255,51,255)
HillaryOnGMA;5.21211621267333669;1;rgb(255,51,255)
Turkey;7.96609364449228785;1;rgb(255,51,255)
NewHampshire;8.12543681047217703;1;rgb(255,51,255)
laurencetribe;5.99420457162110587;1;rgb(255,51,255)
womancard;7.1903451807852905;1;rgb(255,51,255)
Statehood;4.84932490483053691;1;rgb(255,51,255)
RIP;5.1177731199631733;1;rgb(255,51,255)
CBNNews;6.67986699228706282;1;rgb(255,51,255)
WeWantTrump;6.81652702055495219;1;rgb(255,51,255)
SmallBizWeek;5.14368672361040158;1;rgb(255,51,255)
TedCruz;6.23149102542516431;2;rgb(255,51,255)
CreatorsAskHRC;6.52916900415877599;2;rgb(255,51,255)
GOPdebate;8.18535277187245036;1;rgb(255,51,255)
ugpride2016;5.76554769967167324;1;rgb(255,51,255)
DivoDeJuarez;5.1177731199631733;1;rgb(255,51,255)
ArmyBDay;6.52528449280853451;1;rgb(255,51,255)
KentuckyDerby;7.50588196576612177;1;rgb(255,51,255)
MadeForHistory;5.50890023607135593;1;rgb(255,51,255)
NaturalBorn;6.30070364979645881;1;rgb(255,51,255)
MSNBCTownhall;7.45114119037118794;2;rgb(255,51,255)
SouthCarolina;7.52414243743914302;1;rgb(255,51,255)
OpioidAwarenessWeek;7.81706239387973412;1;rgb(255,51,255)
EastVillage;5.46041234997423519;1;rgb(255,51,255)
StopGunViolence;7.35225307865791411;3;rgb(255,51,255)
USMC2016;6.99562271802651114;1;rgb(255,51,255)
Srebrenica;4.94923200383976525;1;rgb(255,51,255)
SouthCarolinaPrimary;7.15648182483596607;1;rgb(255,51,255)
NotOneMore;6.69824369132305542;1;rgb(255,51,255)
NetNeutrality;6.31861769340053225;1;rgb(255,51,255)
JuanGabriel;5.1177731199631733;1;rgb(255,51,255)
Mexico;7.63157120875145534;1;rgb(255,51,255)
Bush;7.30332399749445216;1;rgb(255,51,255)
ChangeAgents;5.39155670539569343;1;rgb(255,51,255)
